German,English
wichtig,important
wichtige,important
wichtiges,important
wichtigen,important
unmöglich,impossible
beeindruckt,impressed
eindruck,impression
beeindruckend,impressive
verbessern,improve
herein,in
hinein,in
jedenfalls,in any case
vor,in front
drin,in it
verliebt,in love
damit,in order to
trotz,in spite of
bezüglich,in terms of
im,in the
ins,in the
schließlich,in the end
abends,in the evening
mitten,in the middle
morgens,In the morning
darin,in this
pünktlich,in time
rechtzeitig,in time
angesichts,in view of
vorfall,incident
schließt,includes
steigt,increases
unglaublich,incredible
tatsächlich,indeed
allerdings,Indeed
indien,India
indianer,Indian
drinnen,indoors
baby,infant
krankenstation,infirmary
einfluss,influence
informationen,information
informiert,informed
genial,ingenious
verletzt,injured
inneren,inner
innere,inner
unschuld,innocence
unschuldig,innocent
unschuldige,innocent
unschuldigen,innocent
verrückt,insane
wahnsinnig,insane
innen,Inside
inspektor,inspector
stattdessen,instead
statt,instead of
anstatt,instead of
anweisungen,instructions
versicherung,insurance
absicht,intention
absichtlich,intentionally
interesse,interest
interessieren,interest
interessiert,Interested
interessant,Interesting
interessante,interesting
zwischenzeit,interim
internet,Internet
unterbrechen,interrupt
erfunden,invented
anlegen,invest
untersuchen,investigate
sucht,investigated
ermittlungen,investigations
einladung,invitation
einladen,invite
eingeladen,invited
rechnung,invoice
beteiligt,involved
verwickelt,involved
ist,is
befindet,is
dient,is
heißt,is called
nennt,is called
fehlt,is missing
schläft,is sleeping
arbeitet,is working
insel,island
es,it
daran,it
drauf,it
italien,Italy
artikel,items
jack,Jack
jacke,jacket
jackson,Jackson
gefängnis,jail
japan,Japan
eifersüchtig,jealous
trottel,jerk
penner,Jerk
jesus,Jesus
jude,Jew
schmuck,Jewellery
juden,Jewry
jimmy,Jimmy
arbeit,job
stelle,Job
beruf,job
john,John
witz,joke
scherz,joke
witze,joking
jonas,Jonah
jones,Jones
jordan,Jordan
fahrt,journey
freude,joy
juan,Juan
richter,judge
richten,judge
urteil,judgment
saft,juice
julian,Julian
juli,July
springt,jumps
juni,June
dschungel,jungle
kram,junk
nur,just
gerade,just
eben,just
bloß,just
knapp,just
ausgerechnet,just
gerecht,just
soeben,just
genauso,just like that
gerechtigkeit,justice
behalte,keep
weitermachen,keep going
hält,keeps
kevin,Kevin
schlüssel,key
entführt,kidnapped
entführung,kidnapping
töten,kill
umbringen,kill
toten,kill
töte,kill
umzubringen,kill
erledige,kill
getötet,killed
umgebracht,killed
tötete,killed
ums,killed
mörder,killer
tötet,killing
kilometer,kilometre
art,kind
nett,kind
gefälligst,kindly
könig,king
königs,King's
königreich,kingdom
küssen,kiss
kuss,kiss
küss,kiss
küsst,kissing
geküsst,kissing
küche,kitchen
klaus,Klaus
knie,knee
wusste,knew
wussten,knew
kannte,knew
wusstest,knew
kannten,knew
messer,knife
ritter,Knight
klopft,knocking
weißt,know
kennen,know
kenne,know
kennst,know
wisst,know
wüsste,know
gewusst,know
kennenzulernen,know
weisst,know
wüssten,know
wissen,knowledge
bekannt,known
gekannt,known
kennt,knows
lch,l
l.a.,L.A.
labor,laboratory
leiter,ladder
damen,Ladies
dame,lady
see,lake
lampe,lamp
landen,land
gelandet,landed
landet,lands
sprache,language
sprachen,languages
letzten,last
letzter,last
letztes,last
zuletzt,last
dauern,last
gedauert,lasted
dauert,lasts
spät,late
später,later
nachher,later
letzte,latest
lachen,laugh
lacht,laughs
gelächter,laughter
wäsche,Laundry
recht,Law
gesetz,law
gesetze,laws
anwalt,lawyer
anwältin,lawyer
anwälte,lawyers
legen,lay
hinlegen,lay down
schicht,layer
faul,lazy
pfund,lb
führe,lead
anführer,leader
führer,leader
wichtigste,leading
führt,leads
leck,leak
springen,leap
sprung,Leap
lernen,learn
lerne,learn
lernst,learn
gelernt,learned
lernte,learned
erfuhr,learned
lernt,learns
erfährt,learns
verlassen,leave
lasse,leave
hinterlassen,leave
überlassen,leave
verlasse,leave
lässt,leaves
lasst,leaves
verlässt,leaves
führte,led
links,Left
übrig,left
linken,left
verließ,left
linke,left
bein,leg
klage,legal action
sage,legend
legende,legend
beinen,legs
beine,legs
leihen,lend
weniger,Less
lektion,lesson
lass,let
laß,let
loslassen,let go
brief,letter
briefe,letters
ebene,level
lhr,LHR
lügner,liar
bibliothek,Library
liegen,lie
lüge,lie
gelogen,lied
belogen,lied to
angelogen,lied to
liegt,lies
leutnant,lieutenant
leben,Life
lebens,life
leicht,light
licht,light
leichte,light
leichter,lighter
blitz,lightning
lichter,lights
mag,like
gefallen,like
gefällt,like
magst,like
like,Like
sowas,like this
gefiel,liked
ebenfalls,Likewise
reihe,line
linie,line
verbindungen,links
löwen,lions
lippen,lips
liste,list
hören,Listen
anhören,listen to
zugehört,listened
bisschen,little
wenig,little
lebe,live
wohnen,live
lebst,live
wohne,live
lebend,live
wohnst,live
gelebt,lived
lebte,lived
lebten,lived
lebendig,lively
leber,liver
lebt,lives
wohnt,lives
wohnzimmer,living room
laden,load
last,load
geladen,loaded
brot,loaf
gemeinde,local community
orten,locate
lage,location
schloss,lock
verschlossen,locked
eingeschlossen,locked in
ausgeschlossen,locked out
eingesperrt,locked up
london,London
einsam,lonely
lange,Long
lang,long
langen,long
länger,longer
langer,longer
klo,loo
sieh,look
seht,look
freue,look
gucken,look
schaue,look
schaust,look
blicken,look
ansehen,look at
anschauen,look at
suchst,looking
freuen,looking forward
sieht,looks
aussieht,looks
schaut,looks
herrgott,lord god
verlierst,lose
abnehmen,lose weight
verlierer,loser
verliert,loses
verliere,losing
verlust,loss
verloren,lost
verpasst,lost
verlor,lost
viele,lots
laut,loud
lautes,loud
liege,lounger
liebe,love
lieben,love
liebst,love
geliebt,loved
liebte,loved
schöne,lovely
reizend,lovely
geliebte,Lover
liebhaber,Lover
liebt,loves
armer,low
nieder,low
armes,low
tiefer,lower
treu,loyal to
treue,loyalty
loyalität,loyalty
laute,Lute
lydia,Lydia
lügen,lying
lügt,lying
lügst,lying
liegst,lying
maschine,machine
maschinen,machinery
gemacht,made
geschafft,made
machte,made
machten,made
wahnsinn,madness
magie,magic
zauber,Magic
hauptsache,main thing
majestät,majesty
mache,make
fällen,make
macht,makes
ausmacht,makes
mann,man
mensch,man
mannes,man
schaffst,manage
leitung,management
manager,Manager
pflicht,mandatory
menschheit,mankind
karte,map
marcel,Marcel
maria,Maria
kenn,mark
markt,market
ehe,marriage
verheiratet,married
heiratet,married
heiraten,marry
heirate,marry
mars,Mars
maske,mask
meister,master
stoff,material
angelegenheit,matter
max,Max
darf,may
möge,may
mai,May
dürft,may
vielleicht,maybe
bürgermeister,mayor
mir,me
mich,me
meinen,mean
meinst,mean
bedeuten,mean
bedeutet,means
meint,means
gemeint,meant
inzwischen,meanwhile
medien,media
medizinische,medical
medizin,medicine
mittel,medium
tagen,meet
treffe,meet
wiedersehen,meet again
termin,meeting
verabredung,meeting
sitzung,meeting
trifft,meets
mitglied,member
mitglieder,members
erinnerungen,memories
erinnerung,memory
gedächtnis,memory
männer,Men
männern,men
herren,Men's
erwähnen,mention
erwähnt,mentioned
frohe,Merry
nachricht,message
getroffen,met
kennengelernt,met
begegnet,met
trafen,met
methode,method
mexiko,Mexico
miami,Miami
mäuse,mice
michael,Michael
mitternacht,midnight
dürfte,might
meilen,miles
militär,military
milch,milk
millionen,millions
mylord,milord
meiner,mine
meines,mine
meins,mine
pfarrer,minister
minuten,minutes
spiegel,mirror
vermisse,miss
vermissen,miss
verpassen,miss
vermisst,missing
gefehlt,missing
irrtum,mistake
versehen,Mistake
missverständnis,misunderstanding
stöhnen,moan
stöhnt,moans
handy,mobile
modell,model
augenblick,moment
mami,mommy
kloster,monastery
montag,Monday
geld,money
überwachen,monitor
affen,monkey
affe,monkey
monat,month
monate,months
monaten,months
stimmung,Mood
laune,mood
mond,moon
mehr,more
weiteren,more
desto,more
umso,more
größere,more
genauer,more accurate
schöner,more beautiful
wichtiger,more important
öfter,more often
schneller,more quickly
außerdem,Moreover
moskau,Moscow
meisten,most
meiste,most
schönste,most beautiful
meistens,mostly
mutter,mother
scheißkerl,motherfucker
mütter,mothers
motiv,motive
motorrad,motorcycle
haaren,moult
berg,mountain
berge,mountains
trauer,mourning
maus,mouse
mund,mouth
maul,mouth
bewegung,Move
rücken,move
bewegen,move
umziehen,move
verschieben,move
beweg,Move
ausziehen,move out
fährt,moves
film,Movie
kino,movie theater
filme,movies
herr,Mr
herrn,Mr
frau,Mrs
vieles,much
verarschen,muck around
fresse,mug
mama,mummy
mord,murder
mordes,murder
ermordet,murdered
morde,murders
musik,music
musst,must
mußt,must
meine,my
mein,my
meinem,my
rätsel,mystery
na,n / A
nackt,naked
heiße,name is
nannte,named
nannten,named
nämlich,namely
namen,names
natürlich,Naturally
natur,nature
nahe,Near
fast,nearly
beinahe,nearly
nötig,necessary
notwendig,necessary
hals,neck
brauchen,need
brauche,need
braucht,need
brauchst,need
müsst,need
benötigen,need
bräuchte,need
brauchte,needed
brauchten,needed
negativ,negative
verhandeln,negotiate
verhandlung,negotiation
nachbar,Neighbor
nähe,neighborhood
nachbarschaft,neighborhood
nachbarn,neighbours
weder,neither
nem,nEM
nervös,nervous
netz,network
nie,never
trotzdem,Nevertheless
neue,new
neuen,new
neues,new
neu,New
neuer,new
nachrichten,news
neuigkeiten,news
zeitung,newspaper
zeitungen,newspapers
nächste,next
nächsten,next
nächstes,next
neben,Next
nächster,Next
nebenan,next door
netten,nice
netter,nice
nettes,nice
nette,nice
nichte,niece
nacht,night
albtraum,nightmare
nächte,nights
neun,nine
nein,No
keine,no
kein,no
keinen,no
keins,no
keinerlei,no
egal,no matter
niemandem,no one
niemals,No way
nr.,No.
noah,Noah
niemand,nobody
geräusch,noise
lärm,noise
keiner,none
unsinn,nonsense
quatsch,nonsense
blödsinn,nonsense
mittag,noon
nee,nope
nö,nope
normaler,normal
normalen,normal
normales,normal
normale,normal
norden,north
nase,nose
nicht,Not
lhren,NOT CONNECT
falsch,not correct
unhöflich,not polite
hinweis,Note
zettel,note
merkt,noted
nichts,Nothing
nix,nothing
merken,notice
bemerkt,noticed
aufgefallen,noticed
gemerkt,noticed
roman,novel
jetzt,now
nun,now
nirgendwo,nowhere
nirgends,nowhere
nirgendwohin,nowhere
nummer,number
zahl,number
zahlen,numbers
krankenschwester,Nurse
o,O
einspruch,objection
beobachten,observe
beobachtet,observed
besessen,obsessed
kriegen,Obtain
offensichtlich,obviously
anlass,occasion
besetzt,occupied
auftreten,occur
tritt,occurs
auftritt,occurs
oktober,October
geruch,odor
von,of
des,of
selbstverständlich,Of course
der,of the
ihrer,of their
beleidigt,offended
täter,offender
angebot,offer
biete,offer
bieten,Offer
angeboten,offered
büro,office
amt,office
offizier,officer
offiziell,officially
oft,often
oh,Oh
ach,Oh
oje,oh dear
öl,oil
okay,OK
ok,OK
alte,old
alt,old
alten,old
altes,old one
älter,older
auf,on
an,on
fort,on
unterwegs,on road
dagegen,on the other hand
online,on-line
einmal,once
einst,once
nochmal,once again
einen,one
einem,one
einer,one
eines,one
eins,one
einzig,only
lediglich,only
einziger,only
aufs,onto
offen,open
geöffnet,open
aufmachen,open
öffne,open
eröffnen,open
öffnet,opens
op,operating room
meinung,opinion
gegner,opponent
chancen,opportunities
gelegenheit,opportunity
gegenteil,opposite
entgegen,opposite
möglichkeiten,options
oder,or
ordnung,order
bestellt,ordered
ordentlich,orderly
organisation,organization
anderen,other
andere,other
anderes,other
anderem,others
sonst,otherwise
ansonsten,otherwise
aua,ouch
unsere,our
unser,our
unserer,our
unseren,our
unserem,our
unseres,our
aus,out
raus,Out
heraus,out
hinaus,out
herauszufinden,out
draus,out of it
ausgeben,output
draußen,outside
außerhalb,outside
außen,Outside
hervorragend,outstanding
ofen,oven
rüber,over
übers,over
drüben,over there
gesamten,overall
übersehen,overlook
schulden,owe
schuldest,owe
schulde,owe
eigenen,own
eigene,own
eigener,own
eigenes,own
besitzer,owner
sauerstoff,oxygen
packen,pack
paket,package
seite,page
seiten,pages
bezahlt,paid
schmerzen,pain
schmerz,pain
gemälde,painting
paar,pair
palast,palace
panik,panic
keucht,pants
hosen,pants
papier,paper
papiere,papers
paradies,paradise
eltern,parents
paris,Paris
parkplatz,parking spot
teil,part
mitmachen,participate
teile,parts
reichen,pass
bestanden,passed
leitet,passes
leidenschaft,Passion
pass,passport
vorbei,past
vergangenheit,past
weg,path
geduld,patience
patienten,patient
bezahlen,pay
zahle,pay
bezahle,pay
zahlt,pays
frieden,peace
friedlich,peaceful
eigenartig,peculiarly
guck,peep
guckt,peeps
stift,pen
leute,People
menschen,People
leuten,people
volk,people
personen,people
pro,Per
prozent,percent
perfekt,Perfect
perfekte,perfect
eventuell,perhaps
bleib,permanent
erlaubnis,permission
persönliche,personal
persönlichen,personal
persönliches,personal
persönlich,personally
kräfte,personnel
überreden,persuade
peter,Peter
benzin,petrol
telefon,phone
telefoniert,phone
telefonnummer,phone number
foto,photo
fotos,photos
bilder,photos
klavier,piano
abholen,pick up
abgeholt,picked up
bild,picture
stück,piece
stücke,pieces
schwein,pig
schweine,pigs
kissen,pillow
pillen,pills
rosa,pink
pistole,pistol
mitleid,pity
pizza,Pizza
ort,place
platz,place
find,place
gelegt,placed
orte,places
plätze,places
flugzeug,plane
planeten,planet
geplant,planned
pläne,plans
werk,plant
pflanzen,plants
teller,Plate
spielen,play
spielst,play
gespielt,played
spielte,played
spieler,player
spielt,plays
besorg,Please bang
freut,pleased
erfreut,pleased
gefreut,pleased
vergnügen,pleasure
steck,plug
steckt,plugged
gesteckt,plugged
punkt,Point
punkte,Points
gift,poison
vergiftet,poisoned
polizei,police
polizist,police officer
polizisten,police officers
höflich,polite
partei,Political party
politik,politics
arme,poor
arm,poor
armen,poor
auftauchen,Pop up
papst,pope
beliebt,popular
hafen,port
gestellt,posed
stellung,position
positiv,positive
besitz,possession
möglichkeit,possibility
möglich,possible
mögliche,possible
womöglich,possibly
möglicherweise,possibly
posten,Post
post,post Office
möglichen,potential
zack,pow
leistung,power
mächtig,powerful
praktisch,practically
praxis,practice
beten,pray
bete,pray
schwanger,pregnant
bereiten,prepare
vorbereitet,prepared
bereitet,prepares
gegenwart,presence
anwesenheit,presence
stellte,presented
vorgestellt,presented
präsentiert,presents
präsident,president
präsidenten,president
presse,Press
vermutlich,presumably
hübscher,prettier
hübsch,pretty
hübsche,pretty
hübschen,pretty
hübsches,pretty
herrscht,prevails
verhindern,prevent
beute,prey
preis,price
priester,priest
prinz,prince
prinzen,prince
prinzessin,princess
druck,print
gefangene,prisoner
privat,Private
wahrscheinlich,probably
probleme,problems
verfahren,process
prozess,process
profi,professional
gewinn,profit
programm,program
fortschritte,progress
projekt,Project
vorhaben,project
verspreche,promise
versprechen,promise
versprich,promise
versprochen,promised
versprach,promised
beweis,proof
beweise,proofs
grundstück,Property
eigentum,property
anteil,proportion of
staatsanwalt,prosecuting attorney
schützen,protect
beschützt,protected
schutz,protection
protokoll,protocol
stolz,proud
beweist,proves
gesorgt,provided
stellt,provides
sorgt,provides
bietet,provides
psychiater,psychiatrist
öffentlich,public
öffentlichkeit,Publicity
kotzen,puke
ziehen,pull
ziehe,pull
ziehst,pull
zieh,pulling
puls,Pulse
bestrafen,punish
strafe,punishment
kauf,purchase
reine,pure
rein,purely
zweck,purpose
schieben,push
gestoßen,pushed
stellen,put
setzen,put
stecke,put
legte,put
steckte,put
setze,put
setzt,puts
legt,puts
gute,quality
güte,quality
viertel,quarter
königin,queen
frage,question
frag,question
ruhe,Quiet
still,quiet
ruhige,quiet
leiser,quieter
leise,quietly
ziemlich,quite
rasse,race
überfallen,raid
überfall,raid
bahnhof,railway station
regen,rain
regnet,raining
erheben,raise
wirft,raises
lief,ran
gelaufen,ran
vergewaltigt,raped
selten,Rare
ratte,rat
sondern,rather
eher,rather
ratten,rats
knarre,rattle
gelangen,reach
erreicht,reached
reagieren,react
reaktion,reaction
lesen,read
gelesen,read
liest,read
las,read
lies,read
lese,reading
lautet,reads
bereit,ready
echt,real
echte,real
wahre,real
echter,real
richtiger,real
echtes,real
richtiges,real
echten,real
realität,reality
wirklichkeit,reality
wirklich,really
grund,reason
ursache,reason
vernunft,reason
vernünftig,reasonable
grunde,reasons
gründe,reasons
erinnern,recall
erhalten,receive
empfangen,receive
erhielt,received
kürzlich,recently
neulich,recently
kurzem,recently
empfang,reception
rezept,recipe
erkenne,recognize
erkennst,recognize
erkannt,recognized
erkennt,recognizes
aufnehmen,"record, tape"
aufgenommen,recorded
aufnahmen,Recordings
aufzeichnungen,records
bergen,recover
rot,red
rote,Red
roten,redden
melde,register
regeln,regulate
proben,rehearse
verstärkung,reinforcement
beziehung,relationship
verhältnis,relationship
beziehungen,Relationships
entspannen,relax
locker,relaxed
entspannt,relaxed
entspann,relaxing
staffel,relay
ungern,reluctantly
schweigen,remain silent
blieb,remained
geblieben,remained
bleibt,remains
heilmittel,remedy
erinnere,remember
erinnerst,remember
erinnert,remind
fern,remote
entfernen,remove
abgenommen,removed
miete,rental fee
reparieren,repair
repariert,repaired
wiederhole,repeat
ersetzen,replace
antworten,reply
melden,Report
bericht,report
gemeldet,reported
berichte,reports
meldet,reports
vertreten,represent
gewünscht,required
verlangt,requires
retten,rescue
rettung,rescue
widerstand,resistance
respekt,respect
respektieren,respect
achten,"respect, think highly of"
reagiert,responds
verantwortung,responsibility
verantwortlich,responsible
zuständig,responsible
ruhen,rest
ergebnis,Result
ergibt,results
ergebnisse,Results
rückkehr,return
zurückgehen,return
zurückbringen,return
zurückgekommen,returned
zurückkommt,returns
kehrt,returns
rächen,revenge
rache,revenge
belohnung,reward
reich,rich
reiche,rich
richard,Richard
fahre,ride
lächerlich,ridiculous
stimmt,Right
richtigen,right
rechts,right
rechte,right
rechten,right
richtige,right one
klingeln,ring
klingelt,rings
reißt,rips
risiko,risk
riskant,risky
straße,road
straßen,roads
robert,Robert
roboter,robot
felsen,rock
rakete,rocket
rolle,role
kugeln,roll
rollen,roll
romantisch,romantic
rom,Rome
zimmer,room
raum,room
seil,rope
leine,rope
rosen,roses
drehen,rotate
dreht,rotates
runde,round
rund,round
strecke,route
müll,rubbish
ruinieren,ruin
ruiniert,ruined
regel,rule
gerüchte,rumors
lauf,run
rennen,run
verlaufen,run
laufe,run
weglaufen,run away
weggelaufen,Run away
läuft,running
lauft,running
rennt,runs
russland,Russia
russen,russians
ruth,Ruth
traurig,Sad
traurige,sad
schütze,Sagittarius
sagte,said
sagten,said
meinte,said
heilige,saint
willen,sake
salat,salad
gehalt,salary
verkauf,sale
salz,salt
heil,Salvation
gleiche,same
probe,sample
weihnachtsmann,Santa Claus
saß,sat
setzte,sat
gesessen,sat
zufrieden,satisfied
samstag,Saturday
bewahren,save
rettet,save
rette,save
sparen,save up
gerettet,saved
sah,saw
sahen,saw
sagen,say
sag,say
sagst,say
spruch,saying
verabschieden,saying goodbye
sagt,says
betrug,scam
erschrecken,scare
szene,scene
schnaps,schnapps
schule,school
wissenschaft,science
wissenschaftler,scientist
schreien,scream
schrei,Scream
schreit,screams
vermasselt,screwed up
drehbuch,script
meer,sea
suchen,search
suche,search
such,search
durchsuchen,search
gesucht,searched
durchsucht,searched
sitz,Seat
sitzt,seated
sitze,seats
sekunde,second
zweite,second
zweiten,second
zweites,second
zweiter,second
gebraucht,second hand
zweitens,Secondly
sekunden,seconds
geheimnis,secret
geheime,secret
geheimen,secret
geheim,secret
sekretärin,secretary
heimlich,secretly
geheimnisse,secrets
sicherer,secure
sicheren,secure
gesichert,secured
sicherheit,security
sehen,see
siehst,see
sehe,see
wiederzusehen,see again
scheinst,seem
scheinen,seem to be
scheinbar,seemingly
scheint,seems
gesehen,seen
ausgesucht,select
selbst,self
verkaufe,sell
schicken,send
senden,send
schickt,sends
sinn,sense
sinnlos,senseless
sinne,senses
schickte,sent
satz,sentence
verurteilt,sentenced
trennen,separate
einzelne,separate
september,September
serie,series
ernst,serious
schwere,serious
ernstes,serious
schweren,serious
ernsthaft,seriously
diener,servant
dienen,serve
dienst,service
wart,serviceable
gesetzt,set
abgemacht,settled
sieben,seven
mehrere,several
schwerer,severe
schatten,shadow
sollt,shall
sollst,shalt
schande,shame
form,shape
scharf,sharp
blatt,sheet
bord,shelf
schilde,shields
schiff,ship
schiffe,Ships
hemd,shirt
scheiß,shit
scheisse,Shit
schock,shock
schuh,shoe
schuhe,Shoes
schießen,shoot
erschießen,shoot dead
schießerei,shoot-out
schieß,shooting
schießt,shoots
einkaufen,shop
kurz,short
kurze,short
kurzen,short
erschossen,shot
schuss,shot
geschossen,shot
angeschossen,shot
schüsse,shots
soll,should
sollte,should
sollten,should
sollen,should
solltest,should
müsste,should
solltet,should
solle,should
schulter,shoulder
schultern,Shoulders
schau,show
zeig,show
zeige,show
zeigst,show
zeigte,showed
dusche,shower
gezeigt,shown
zeigt,shows
auftaucht,shows up
pst,shush
schließen,shut down
schüchtern,shy
steig,sidewalk
seufzt,sighs
anblick,sight
unterschreiben,sign
schild,sign
anzeichen,sign
unterschrift,signature
unterschrieben,signed
stille,silence
albern,silly
dumme,silly
dummes,silly
ähnlich,similar
simon,Simon
einfach,simple
gleichzeitig,simultaneously
sünde,sin
seit,since
seitdem,since
gesang,singing
einzige,single
einzigen,single
einziges,single
singt,sings
sünden,sins
schluck,sip
schwester,sister
schwestern,sisters
hinsetzen,sit down
sechs,six
große,size
größe,size
fähigkeiten,Skills
haut,skin
rock,skirt
schädel,skull
himmel,sky
knast,slammer
sklaven,slaves
schlafen,sleep
schlaf,sleep
schlafe,sleep
schläfst,sleep
geschlafen,slept
geschnitten,sliced
langsamer,slower
langsam,slowly
trage,sluggish
schlampe,slut
kleine,small
kleinen,small
kleines,small
klein,small
kleinigkeit,small thing
kleiner,smaller
klug,Smart
riechen,smell
riecht,smells
stinkt,smells bad
lächeln,smile
rauch,smoke
rauchen,smoke
glatt,smooth
schlange,Snake
schnapp,snap
schnappt,snaps
schnauze,snout
schnee,snow
also,so
bisher,so far
soweit,so far
soviel,so much
sozusagen,so to speak
schluchzt,sobs
fußball,Soccer
gesellschaft,society
socken,socks
weich,soft
verkauft,sold
soldat,soldier
soldaten,soldiers
lösung,solution
gelöst,solved
einige,some
manche,some
einiges,some
einigen,some
einig,Some
jemandem,somebody
irgendwie,somehow
jemand,someone
jemanden,someone
etwas,something
irgendwann,Sometime
manchmal,sometimes
irgendwo,somewhere
irgendwohin,somewhere
woanders,somewhere else
sohn,son
sohnes,son
hurensohn,son of a bitch
lied,song
söhne,sons
bald,soon
beruhigen,soothe
weh,sore
wunden,sore
kummer,sorrow
suchte,sought
seele,soul
seelen,souls
klingen,sound
klang,sound
klingt,sounds
geräusche,Sounds
ertönt,sounds
suppe,Soup
quelle,source
süden,south
raumschiff,spaceship
spanien,Spain
geredet,spake
spanisch,Spanish
sprechen,speak
spreche,speak
sprich,speak
sprichst,speak
spricht,speaks
besondere,special
besonderes,special
besonderen,special
arten,species
spezies,species
zuschauer,spectator
rede,speech
geschwindigkeit,speed
verbringen,spend
verbracht,spent
verderben,spoil
sprach,spoke
gesprochen,spoken
sport,Sports
fleck,spot
frühling,spring
spion,spy
quietschen,squeak
stabil,stable
personal,staff
bühne,stage
treppe,stairway
stehen,stand
steh,stand
aufstehen,stand up
stehst,standing
steht,stands
stern,star
sterne,Stars
fange,start
losgehen,start
starten,start
angefangen,started
begann,started
fing,started
beginnt,starts
aussage,statement
aussagen,statement
staaten,states
zustand,Status
bleiben,stay
bleibe,stay
bleibst,stay
hierbleiben,stay here
klauen,steal
stehlen,steal
stefan,Stefan
schritt,step
stufe,step
schritte,steps
stecken,stick
stich,Sting
stahl,stole
gestohlen,stolen
geklaut,Stolen
magen,stomach
stein,stone
steine,stones
standen,stood
halt,stop
aufhören,stop
aufhalten,stop
stopp,stop
anhalten,stop
aufzuhalten,stop
aufgehört,stopped
aufgehalten,stopped
geschichten,stories
sturm,Storm
seltsam,strange
merkwürdig,strange
fremden,strange
seltsame,strange
stärke,Strength
starke,Strength
starken,strengthen
streng,strict
stärker,stronger
stark,strongly
kampf,struggle
knopf,stud
schüler,student
studenten,students
studio,Studio
sachen,stuff
zeug,stuff
dumm,stupid
blöd,stupid
blöde,stupid
blöden,stupid
bescheuert,stupid
dummen,stupid
blöder,stupid
dämlich,stupid
stil,style
abgeben,submit
untertitel,subtitle
erfolg,success
erfolgreich,successfully
solche,such
solch,such
solchen,such a
nervt,sucks
plötzlich,suddenly
leid,suffering
leidet,suffers
zucker,sugar
schlage,suggest
vorschlag,suggestion
selbstmord,Suicide
anzug,suit
koffer,suitcase
fasse,summarize
sommer,summer
sonne,Sun
sonntag,Sunday
super,Super
unterstützung,support
unterstützen,support
unterstützt,supports
drück,suppressive
aufgetaucht,surfaced
operation,surgery
name,Surname
überraschung,surprise
überrascht,surprised
umgebung,Surroundings
überlebt,survived
verdächtigen,suspect
vermute,suspect
ahnen,suspect
verdacht,suspicion
verdächtige,suspicious
schwöre,swear
schwören,swear
schwör,swear
kehren,sweep
süß,sweet
süße,sweet
süßes,sweet
süßen,sweeten
schwimmen,swim
schalten,switch
wechseln,switch
schwert,sword
geschworen,sworn
beileid,sympathy
symptome,symptoms
tisch,table
tabletten,tablets
schwanz,tail
nimm,take
nehme,take
nimmst,take
mitnehmen,take
nehmt,take
fassen,take
ausruhen,take a rest
wegnehmen,take away
kümmere,take care
erledigen,take care of
übernehmen,take over
übernehme,take over
riskieren,take risk
nimmt,takes
kümmert,takes care
übernimmt,takes over
nehm,taking
reden,talk
gerede,talk
redest,talking about
redet,talks
panzer,tank
band,tape
tara,tare
ziel,target
aufgabe,task
aufgaben,tasks
geschmack,taste
schmecken,taste
gekostet,tasted
schmeckt,tastes
beigebracht,taught
steuer,tax
steuern,Taxes
tee,tea
beibringen,teach
lehrer,teacher
lehrerin,Teacher
mannschaft,team
reiß,tear
reißen,tear
tränen,tears
technik,technology
technologie,technology
zähne,teeth
erzählen,tell
erzähl,tell
erzähle,tell
erzählst,tell
verrate,tell
mitteilen,tell
erzählt,tells
muster,template
tempel,temple
zehn,ten
zelt,tent
begriff,term
gelände,terrain
schreckliche,terrible
schrecklichen,terrible
revier,territory
terroristen,terrorists
zeugen,testify
tests,Testing
testen,testing
texas,Texas
bedanken,thank
danke,Thank you
dankeschön,Thank-you
dank,thanks
dass,that
daß,that
jener,that
das,the
die,the
den,the
dem,the
atmosphäre,the atmosphere
derjenige,the one
diejenige,the one
dieselbe,the same
derselbe,the same
derselben,the same
dieselben,the same
selben,the same
denselben,the same
dasselbe,the same thing
theater,theatre
diebstahl,theft
ihr,their
ihren,their
ihrem,their
ihres,their
deren,their
lhre,Their
ihnen,them
thema,theme
dann,then
dahin,then
theorie,theory
therapie,therapy
da,there
dort,There
dabei,there
dorthin,there
existiert,there
gibts,there
dadurch,thereby
darum,therefore
deshalb,therefore
deswegen,therefore
daher,therefore
darauf,thereon
handelt,These
heutzutage,these days
sie,they
dick,thick
dicke,thickness
dieb,Thief
dünn,thin
sache,Thing
ding,thing
dinge,things
dingen,things; matters
denke,think
denken,think
denkst,think
glaubst,think
halte,think
glaub,think
haltet,think
nachdenken,think
überlege,think
denk,thinking
nachzudenken,thinking
denkt,thinks
dritte,third
dritten,third
durst,thirst
diese,this
dieser,this
dieses,this
diesen,this
diesem,this
dies,this
diesmal,this time
thomas,Thomas
gründlich,thoroughly
diejenigen,those
jene,those
zwar,though
dachte,thought
gedacht,thought
dachten,thought
glaubte,thought
gedanke,thought
dachtest,thought
nachgedacht,thought
gedanken,thoughts
tausend,thousand
tausende,thousands
bedrohung,threat
bedroht,threatened
drei,three
warf,threw
kehle,throat
thron,throne
durchs,through
werfen,throw
wirf,throw
geworfen,thrown
daumen,thumb
donnerstag,Thursday
krawatte,tie
tim,Tim
zeit,time
zeitpunkt,time
mal,times
zeiten,times
male,times
